date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
10-02-2020 14.00,shannonsidenews,,0,0,0,The result from the 9th count in #SligoLeitrim will be announced shortly #SSGE20 #GE20 #GE2020,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226868447600130000.00,https://twitter.com/shannonsidenews/status/1226868447600136192
10-02-2020 13.59,thesecondgoing,motherredcaps,0,0,0,"Exactly. And forget that it all comes from the #Irb (Irish Republican Brotherhood) {lots of Women involved, Before you start} #MnaNaHeireann #Gaa Ps, #IrishGov are still only a Provisional ""Government"".. Sovereignty anyone? #GE2020 #GE20 #SinnFein",,,#Irb #MnaNaHeireann #Gaa #IrishGov #GE2020 #GE20 #SinnFein,1226868402393870000.00,https://twitter.com/thesecondgoing/status/1226868402393878529
10-02-2020 13.38,thesecondgoing,,0,3,11,"The song #BlackAndTans is about the utter bravery of the Irish civilians against the most undisciplined, savage and blood thirsty (Hand picked Psychopaths) sent by the Crown to repress Us, It's not a ""dangerous song"". Be PROUD of it! #SinnFein #Republic #GE2020 #GE20 #SF91stWin",,,#BlackAndTans #SinnFein #Republic #GE2020 #GE20 #SF91stWin,1226862943725280000.00,https://twitter.com/thesecondgoing/status/1226862943725289473
10-02-2020 13.38,mnutty,StiofanNutty,0,1,2,Congrats to Joe from #NYC. Elected to my old stomping ground of #DublinFingal. Wish I could have been there to cast a vote #WantGreenGotGreeen #wantgreenvotegreen #Ireland #irish #dubfl #ClimateChange #IrishElection #GE20 #ClimateEmergency #GlobalWarming #irishdiaspora #GE2020 ,,,#NYC #DublinFingal #WantGreenGotGreeen #wantgreenvotegreen #Ireland #irish #dubfl #ClimateChange #IrishElection #GE20 #ClimateEmergency #GlobalWarming #irishdiaspora #GE2020,1226862927191380000.00,https://twitter.com/mnutty/status/1226862927191384064
10-02-2020 13.36,BrianDBourke,,1,0,6,Remember...the housing issue...that brave Emer brought to our attention...in Nov....because...no one was talking about them. Jaysus wept. #GE20 #GeneralElection2020 #GE2020 ,,,#GE20 #GeneralElection2020 #GE2020,1226862626468230000.00,https://twitter.com/BrianDBourke/status/1226862626468237312
10-02-2020 13.31,kerryman_ie,,0,0,0,"Sean O'Leary (IND), Ted Cronin (IND), John Bowler (IFP) and Sonny Foran of Aontú have now been eliminated and their votes will be distributed in Count 4 #GE20 #GE2020",,,#GE20 #GE2020,1226861312279480000.00,https://twitter.com/kerryman_ie/status/1226861312279482368
10-02-2020 13.30,shannonsidenews,,2,1,4,"A malfunctioning electric window leads to pillows being used to keep #StormCiara out in #SligoLeitrim count centre. “It’s (expletive) freezing in here,” says a counter. She’s not wrong! #SSGE20 #GE20 #GE2020 ",,,#StormCiara #SligoLeitrim #SSGE20 #GE20 #GE2020,1226860893188820000.00,https://twitter.com/shannonsidenews/status/1226860893188820994
10-02-2020 13.26,Diarmuid_9,,0,0,0,"“It’s fucking freezing in here,” says one of the counters. She’s not wrong #GE20 #GE2020",,,#GE20 #GE2020,1226860003287600000.00,https://twitter.com/Diarmuid_9/status/1226860003287609345
10-02-2020 13.23,MEDIA_fr_en_IRL,,0,0,0,How many senior civil servants - the permanent government - are examining their long service pension options today in #Dublin ? #IRA coalition #GE20 #GE2020 @rtenews @IrishTimes,,#NAME?,#Dublin #IRA #GE20 #GE2020,1226859129895110000.00,https://twitter.com/MEDIA_fr_en_IRL/status/1226859129895112704
10-02-2020 13.18,DundalksNews,,0,0,0,Outgoing TD @BreathnachLouth has big ground to make-up. @cllrjamesbyrne vote distribution should bring jim@back into the fight #Louth #GE20 #GE2020,,#NAME?,#Louth #GE20 #GE2020,1226858049282990000.00,https://twitter.com/DundalksNews/status/1226858049282990080
10-02-2020 13.18,kerryman_ie,,0,1,0,"Count 3 is completed in Kerry and no-body has been deemed elected. This count saw the distribution of Cllr Pa Daly's surplus of 2,788. TD Danny Healy-Rae benefitted the most from this surplus with a transfer of 729 votes from Cllr Daly. #GE20 #GE2020",,,#GE20 #GE2020,1226857887080810000.00,https://twitter.com/kerryman_ie/status/1226857887080816641
10-02-2020 13.14,DundalksNews,,0,0,2,Complete count 7 figures #GE20 #GE2020 #GeneralElection2020,,,#GE20 #GE2020 #GeneralElection2020,1226856851259760000.00,https://twitter.com/DundalksNews/status/1226856851259764746
10-02-2020 13.10,LaobhaoiseNihE,,0,0,1,"If it's a mix of Sinn Fein,Green Party, Soc Dems, Labour & Solidarity PBP that surely wouldn't be great for Rural Ireland as the latter smaller parties are Urban/City based mostly. #GE2020 #Ge20 #Election2020",,,#GE2020 #Ge20 #Election2020,1226855844354100000.00,https://twitter.com/LaobhaoiseNihE/status/1226855844354101248
10-02-2020 13.04,JohnHedges109,dmcbfs,1,2,4,"Darren Grimes is on the BBC #politicslive panel for the ‘Institute of Economic Affairs’ in Westminster, lecturing @sinnfeinireland with his laser-like analysis (*cough*) on what’s needed for a Border/reunification poll provided for in the Good Friday Agreement. 🤦🏻‍♂️ #GE2020 #GE20 ",,#NAME?,#politicslive #GE2020 #GE20,1226854426197080000.00,https://twitter.com/JohnHedges109/status/1226854426197086210
10-02-2020 13.04,garvangrant,,8,9,56,"BREAKING #Election2020: High-profile politicians lose Dáil seats in election 2020. Obviously it's a pity to see the decent ones go, but it's hard to have much sympathy for the arrogant, nasty ones. #GE2020 #GE20 #count #election #GeneralElection2020 #GeneralElection",,,#Election2020 #GE2020 #GE20 #count #election #GeneralElection2020 #GeneralElection,1226854407259720000.00,https://twitter.com/garvangrant/status/1226854407259725824
10-02-2020 13.04,unspeakable28,,2,0,9,What goes up must come down #meatheast @ThomasByrneTD #GE2020 #ge20 ,,#NAME?,#meatheast #GE2020 #ge20,1226854405577870000.00,https://twitter.com/unspeakable28/status/1226854405577871362
10-02-2020 13.03,shannonsidenews,,0,0,0,#independent James Conway eliminated in #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#independent #SligoLeitrim #SSGE20 #GE20 #GE2020,1226854098559000000.00,https://twitter.com/shannonsidenews/status/1226854098559000576
10-02-2020 13.01,activedan,JennyBlakeLK,0,1,34,"I have witnessed so much outpouring of decency from Soc Dems across the country for good Labour people who have lost their seats. Fair play. I am heartbroken for people like Jan, but I am delighted for my friends in the Soc Dems. They’ve had a great election. #Ge2020 #ge20 ",,,#Ge2020 #ge20,1226853791821100000.00,https://twitter.com/activedan/status/1226853791821107200
10-02-2020 12.59,DundalksNews,,0,0,0,"@cllrjamesbyrne has been eliminated at the end of the count, his votes will now be distributed #GE2020 #GE20 #Louth",,#NAME?,#GE2020 #GE20 #Louth,1226853152697310000.00,https://twitter.com/DundalksNews/status/1226853152697311232
10-02-2020 12.57,Diarmuid_9,,1,0,5,Shameful that a newspaper in the north would publish such a scandalous opinion piece #SinnFein #beltel #ge20 #GE2020 ,,,#SinnFein #beltel #ge20 #GE2020,1226852730410550000.00,https://twitter.com/Diarmuid_9/status/1226852730410557440
10-02-2020 12.53,shannonsidenews,,0,1,1,Results from 8th count in #SligoLeitrim to come very shortly. The votes of #FineGael’s John Perry will be transferred in the count #SSGE20 #GE20 #GE2020,,,#SligoLeitrim #FineGael #SSGE20 #GE20 #GE2020,1226851762646190000.00,https://twitter.com/shannonsidenews/status/1226851762646196225
10-02-2020 12.46,DundalksNews,,0,1,4,Next count result about to be released #GE20 #GE2020 #Louth,,,#GE20 #GE2020 #Louth,1226850015055830000.00,https://twitter.com/DundalksNews/status/1226850015055839239
10-02-2020 12.41,shannonsidenews,,0,0,0,#SligoLeitrim pauses for lunch #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226848613503990000.00,https://twitter.com/shannonsidenews/status/1226848613503991808
10-02-2020 12.35,shannonsidenews,,0,0,0,"After a flurry of count results this morning, things becoming more laboured in #SligoLeitrim #SSGE20 #GE20 #GE2020 ",,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226847068309870000.00,https://twitter.com/shannonsidenews/status/1226847068309872640
10-02-2020 12.33,irland_in,,0,0,2,"Nach dieser Hochrechnung sieht es so aus, als ob nur 2 der 3 großen Parteien eine Regierung bilden können... Einer wird dabei verlieren. #davidinirland #Election2020 #GE2020 #GE20 #Irland #Politik #Wahlen",,,#davidinirland #Election2020 #GE2020 #GE20 #Irland #Politik #Wahlen,1226846632794340000.00,https://twitter.com/irland_in/status/1226846632794349570
10-02-2020 12.30,activedan,,0,1,39,Very sad to hear @JanOSullivanTD won't be returned. Jan stands out as one of the most decent &amp; hardworking politicians in the @Labour movement. She stays true to her core beliefs &amp; articulates her vision for a better world. A great leader &amp; activist. #GE2020 #GE20,,#NAME?,#GE2020 #GE20,1226845888678670000.00,https://twitter.com/activedan/status/1226845888678678528
10-02-2020 12.11,shannonsidenews,,1,1,0,John Perry eliminated on 7th count from #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226841082647970000.00,https://twitter.com/shannonsidenews/status/1226841082647973889
10-02-2020 12.09,Brendo91,,0,0,2,I’m very sorry to see Kate O’Connell lose her seat DBS - was very vocal throughout the Repeal debate and a competent TD #GE20 #GE2020 #GeneralElection2020,,,#GE20 #GE2020 #GeneralElection2020,1226840727721840000.00,https://twitter.com/Brendo91/status/1226840727721840640
10-02-2020 12.02,PanelPowerIrl,,0,0,0,Eoghan Murphy & Jim O'Callaghan have just been elected without reaching the quota.🤦🏻 Kate O'Connell dumped.🤣 #GE20🇮🇪 #GE2020,,,#GE20 #GE2020,1226838891858190000.00,https://twitter.com/PanelPowerIrl/status/1226838891858190336
10-02-2020 12.02,adamlong80,,0,0,1,"SF the clear winners of #ge2020, with the ‘business as usual’ approach on the likes of housing &amp; health firmly rejected. But @greenparty_ie &amp; @SocDems also did very well (the latter winning in Cork South West!). Huge potential for progressive, centre-left bloc. #GE2020 #ge20",,#NAME?,#ge2020 #GE2020 #ge20,1226838838464610000.00,https://twitter.com/adamlong80/status/1226838838464610309
10-02-2020 11.58,DundalksNews,,0,0,1,"After count 6 Audrey Fergus has been eliminated, her votes are now@neing distributed #ge2020 #Louth #GE20 #GeneralElection2020",,,#ge2020 #Louth #GE20 #GeneralElection2020,1226837784691950000.00,https://twitter.com/DundalksNews/status/1226837784691953666
10-02-2020 11.56,Ocionnaith,,3,13,14,Former @FineGael TD and senator Paudie Coffey has told Waterford radio station @wlrfm he believes @LeoVaradkar should resign as party leader and allow for FG to rebuild from the grassroots up again. @rtenews @rtepolitics #GE2020 #GE20,,#NAME?,#GE2020 #GE20,1226837410123780000.00,https://twitter.com/Ocionnaith/status/1226837410123780098
10-02-2020 11.50,adamlong80,NoonanJoe,0,0,2,"‘Quietly indignant’ - excellent description of voter sentiment. Also, the reactionary Trump & Brexit votes emboldened right-wing extremists, while those toxic forces once again failed to make any impression with a well educated & informed Irish electorate #GE2020 #ge20 ",,,#GE2020 #ge20,1226835863600090000.00,https://twitter.com/adamlong80/status/1226835863600091136
10-02-2020 11.48,TheHumanOnion,,0,1,5,Ollie Crowe eliminated from the running in Galway West #GE20 #GE2020 ,,,#GE20 #GE2020,1226835237046490000.00,https://twitter.com/TheHumanOnion/status/1226835237046497280
10-02-2020 11.42,adamlong80,Berlinnaeus,2,0,3,They finished on 1.9% so the tax-payer will not be funding their reactionary endeavours. And wonderful to see the Irish electorate once again firmly rejecting what passes for the religious right in Ireland. #ge2020 #ge20,,,#ge2020 #ge20,1226833909167590000.00,https://twitter.com/adamlong80/status/1226833909167595521
10-02-2020 11.33,ColmanFaolain,JohnSimpsonNews,0,0,0,"Stable me arse, they only represent 3% of the population. The people have awoken & spoke about the anger they have for the government @the ballot box. Tíocfaidh ár Lá! #getoutyoublackandtans #UPTHERA #GeneralElection2020 #GE2020 #GE20 ",,,#getoutyoublackandtans #UPTHERA #GeneralElection2020 #GE2020 #GE20,1226831665214950000.00,https://twitter.com/ColmanFaolain/status/1226831665214959618
10-02-2020 11.30,shannonsidenews,,0,1,1,Former Tanaiste Ray MacSharry says #FiannaFail has fine “extremely well” in #SligoLeitrim and adds that Marian Harkin is a “formidable candidate” #SSGE20 #GE20 #GE2020 ,,,#FiannaFail #SligoLeitrim #SSGE20 #GE20 #GE2020,1226830785791080000.00,https://twitter.com/shannonsidenews/status/1226830785791086592
10-02-2020 11.20,DundalksNews,,0,0,1,#GE2020 #Louth Eliminated after count 6 - Cathal O MurchU (IFF) and Eamon Sweeney (Renua) #GeneralElection2020 #GE20,,,#GE2020 #Louth #GeneralElection2020 #GE20,1226828209599180000.00,https://twitter.com/DundalksNews/status/1226828209599188992
10-02-2020 11.19,shannonsidenews,,0,1,0,#labour’s Nessa Cosgrove eliminated on the sixth count #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#labour #SligoLeitrim #SSGE20 #GE20 #GE2020,1226828106599740000.00,https://twitter.com/shannonsidenews/status/1226828106599747586
10-02-2020 11.17,kerryman_ie,,0,1,1,"Count two is just finished in Killarney and no candidate has been elected. 50% of Michael Healy-Rae's surplus went to his brother Danny who now has 10,604 votes. The surplus of Pa Daly from Sinn Féin will now be distributed. #GE2020 #GE20",,,#GE2020 #GE20,1226827412522000000.00,https://twitter.com/kerryman_ie/status/1226827412522008576
10-02-2020 11.15,Brendo91,,1,1,6,Dublin North-West just got interesting. Might SOL-PBP’s Reddy take the last seat and leapfrog FF’s McAuliffe? #GE20 #GE2020 #GeneralElection2020,,,#GE20 #GE2020 #GeneralElection2020,1226826948028040000.00,https://twitter.com/Brendo91/status/1226826948028047360
10-02-2020 11.12,JohnHedges109,,0,1,1,"Disappointed at local authorities or county/regional investment/job-creation agencies and tourist boards who fail to provide backdrops at #GE2020 #GE20 election counts, given the TV exposure.",,,#GE2020 #GE20,1226826204067570000.00,https://twitter.com/JohnHedges109/status/1226826204067573761
10-02-2020 11.09,Ocionnaith,,0,0,1,Live updates on #GE2020 #GE20 from @rtenews @rtepolitics 👇 Election results for Sinn Féin 'remarkable' http://www.rte.ie/news/election-2020-constituencies/2020/0203/1112816-national-updates/ via @RTENewsNow,,#NAME?,#GE2020 #GE20,1226825492969420000.00,https://twitter.com/Ocionnaith/status/1226825492969422848
10-02-2020 11.01,Diarmuid_9,,1,2,3,"At the election count in #sligo. The fancy electric windows (quare notions) have malfunctioned and won’t close, so hotel pillows now being used to block the draft / enhance acoustics for radio. #GE20 #GE2020 ",,,#sligo #GE20 #GE2020,1226823619445170000.00,https://twitter.com/Diarmuid_9/status/1226823619445170178
10-02-2020 11.01,walls2,,3,4,28,This is exactly the attitude that has no place in Dáil Éireann. The sense of entitlement displayed here by @kevinboxermoran is staggering &amp; symptomatic of why he's probably going to lose his seat. #GE2020 #GeneralElection2020 #GE20 #GeneralElection,,#NAME?,#GE2020 #GeneralElection2020 #GE20 #GeneralElection,1226823514285530000.00,https://twitter.com/walls2/status/1226823514285539328
10-02-2020 10.54,stonking,RuthDE,0,0,1,#ge2020 #Ireland #ge20 #Togh2020 #SinnFein #GFA #FineGael Souper-annuated.,,,#ge2020 #Ireland #ge20 #Togh2020 #SinnFein #GFA #FineGael,1226821689524140000.00,https://twitter.com/stonking/status/1226821689524146177
10-02-2020 10.45,johnsopinionok,,0,0,1,It must really fall all the #FG women who lost their seats because of incompetence by Eoghan Murphy &amp; Simon Harris that those two boyos got re-elected. #GeneralElection2020 #GE2020 #GE20,,,#FG #GeneralElection2020 #GE2020 #GE20,1226819487464410000.00,https://twitter.com/johnsopinionok/status/1226819487464411137
10-02-2020 10.42,shannonsidenews,,0,0,1,#independent Bernie O’Hara eliminated after the fifth count #SligoLeitrim #SSGE20 #GE2020 #GE20 ,,,#independent #SligoLeitrim #SSGE20 #GE2020 #GE20,1226818612129920000.00,https://twitter.com/shannonsidenews/status/1226818612129927169
10-02-2020 10.38,shannonsidenews,,0,0,0,Fifth count underway in #SligoLeitrim #SSGE20 #GE2020 #GE20,,,#SligoLeitrim #SSGE20 #GE2020 #GE20,1226817637063250000.00,https://twitter.com/shannonsidenews/status/1226817637063254021
10-02-2020 10.36,Brendo91,,0,0,1,Coveney backing Leo to remain as leader of FG on RTÉ right now is v interesting #GE20 #GE2020 #GeneralElection2020,,,#GE20 #GE2020 #GeneralElection2020,1226817181943500000.00,https://twitter.com/Brendo91/status/1226817181943504897
10-02-2020 10.26,activedan,Aidan_Regan,0,0,0,👇 This #ge2020 #ge20 ,,,#ge2020 #ge20,1226814616455590000.00,https://twitter.com/activedan/status/1226814616455598080
10-02-2020 9.41,kerryman_ie,,0,1,3,"Count two is underway in Killarney Count Centre this morning with the distribution of TD Michael Healy-Rae's surplus of 3,873. Most of these will favour his brother, Danny Healy-Rae but it is unlikely he will be elected until later today. #GE2020 #GE20",,,#GE2020 #GE20,1226803342023800000.00,https://twitter.com/kerryman_ie/status/1226803342023806976
10-02-2020 9.40,unspeakable28,,0,0,5,"Very tough for @ReginaDo this morning, a good td &amp; a fine person, it’s really hard when you &amp; your family &amp; supporters put so much into a campaign, I think reggie will be back , hard luck this time #GE2020 #ge20",,#NAME?,#GE2020 #ge20,1226803023818770000.00,https://twitter.com/unspeakable28/status/1226803023818772481
10-02-2020 9.33,shannonsidenews,,0,0,0,Anne McCloskey of #aontu eliminated in #SligoLeitrim after the third count. Her votes will now be redistributed. #SSGE20 #GE20 #GE2020 ,,,#aontu #SligoLeitrim #SSGE20 #GE20 #GE2020,1226801294301690000.00,https://twitter.com/shannonsidenews/status/1226801294301696001
10-02-2020 9.29,shannonsidenews,,0,0,0,Third count underway in #SligoLeitrim. Results to follow #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226800463267450000.00,https://twitter.com/shannonsidenews/status/1226800463267454976
10-02-2020 9.29,kamfinsa,BrigidLaffan,0,0,1,"Well worth a read, from @BrigidLaffan. #GE2020 #GE20 ",,#NAME?,#GE2020 #GE20,1226800426986740000.00,https://twitter.com/kamfinsa/status/1226800426986745856
10-02-2020 9.29,PanelPowerIrl,JohnSimpsonNews,0,0,2,No. Information is power & the people no longer rely on or trust the #MSM with their distorting filter to manufacture consent. Your biased medium is dead. Time to move aside boomer. #ComeOutYeBlackNTans😂 #GE20🇮🇪 #GE2020,,,#MSM #ComeOutYeBlackNTans #GE20 #GE2020,1226800377531680000.00,https://twitter.com/PanelPowerIrl/status/1226800377531686912
10-02-2020 9.10,shannonsidenews,,0,0,1,About to get back underway with the counting here in #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226795538953180000.00,https://twitter.com/shannonsidenews/status/1226795538953187328
10-02-2020 8.57,walls2,,19,18,93,"The next Minister for Health faces a huge challenge to regain the confidence of the electorate but more importantly, of the @HSELive front line staff that keep the service running in a challenging political climate. Who's your choice for health? #GeneralElection2020 #GE2020 #GE20",,#NAME?,#GeneralElection2020 #GE2020 #GE20,1226792338212760000.00,https://twitter.com/walls2/status/1226792338212769793
10-02-2020 8.54,IrelandAMVMTV,,0,0,5,"Sinn Féin made political history, winning the highest % of 1st preference votes in the 2020 General Election, with counting resuming this morning. We spoke to Sinn Féin President @MaryLouMcDonald about the results. https://www.facebook.com/IrelandAMVMTV/videos/330803007805675/ #IrlAM #GE20 #GE2020 ",,#NAME?,#IrlAM #GE20 #GE2020,1226791432549220000.00,https://twitter.com/IrelandAMVMTV/status/1226791432549228544
10-02-2020 8.41,dregincore,,0,0,5,"Young people clearly drove the vote for @sinnfeinireland - what are the chances of the next general election being held on a Saturday to make it easy for those voters again? About as likely as John Delaney returning to head the FAI, I'd say. #GE2020 #GE20 #ireland #politics",,#NAME?,#GE2020 #GE20 #ireland #politics,1226788266864700000.00,https://twitter.com/dregincore/status/1226788266864709633
10-02-2020 8.30,DundalksNews,,0,1,4,Here is a snapshot of the current seats nationwide as the counting is about to resume nationwide SF 29 FF 16 FG 14 GRN 5 S-PBP 2 SD 2 AON 1 LAB 1 IND 8 #GE20 #GE2020,,,#GE20 #GE2020,1226785517183910000.00,https://twitter.com/DundalksNews/status/1226785517183918081
10-02-2020 8.11,ConKennedy,,0,2,9,"Dear Britland, 🎶 You're so vain You probably think this election is about you You're so vain, I'll bet you think this election is about you Don't you? Don't you? 🎶 #GE20 #GE2020",,,#GE20 #GE2020,1226780667545030000.00,https://twitter.com/ConKennedy/status/1226780667545038848
10-02-2020 8.02,DundalksNews,,0,0,0,#GELouth #GE20 #Louth #GE2020 Topanga Bird and David Bradley were eliminated just before the count was adjourned last night. Counting to resume at 9.30 this morning,,,#GELouth #GE20 #Louth #GE2020,1226778366684080000.00,https://twitter.com/DundalksNews/status/1226778366684082176
10-02-2020 7.23,MunsterSir,,0,0,0,I wasn't elected taoiseach. I made myself taoiseach and you crazy fools allowed it. Now I'm Queen of Ireland. I think you'll let me have that title at least. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226768749501400000.00,https://twitter.com/MunsterSir/status/1226768749501407232
10-02-2020 7.20,MunsterSir,,0,0,1,Oooooh to be a fly on the wall when Merrilou meets Boris. Both of them will only be learning politics. #GE2020 #GE20 #leovaradkar #SinnFein #marylou #finegael,,,#GE2020 #GE20 #leovaradkar #SinnFein #marylou #finegael,1226767824560860000.00,https://twitter.com/MunsterSir/status/1226767824560869377
10-02-2020 7.16,MunsterSir,irishtimesvideo,0,0,0,This isolates the Brits almost completely. #Brexit. #GE2020 #GE20 #leovaradkar #finegael,,,#Brexit #GE2020 #GE20 #leovaradkar #finegael,1226766770079330000.00,https://twitter.com/MunsterSir/status/1226766770079334400
10-02-2020 7.13,MunsterSir,irishtimesvideo,0,0,0,This is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226766064668680000.00,https://twitter.com/MunsterSir/status/1226766064668688385
10-02-2020 7.12,MunsterSir,,0,0,0,"""Sometimes it's difficult to take it all in"" A recent quote from a Zambian money launderer in Irishtown Garda station #GE2020 #GE20 #leovaradkar #finegael",,,#GE2020 #GE20 #leovaradkar #finegael,1226765991624880000.00,https://twitter.com/MunsterSir/status/1226765991624884224
10-02-2020 7.06,MunsterSir,gavreilly,0,0,2,This one is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226764314498880000.00,https://twitter.com/MunsterSir/status/1226764314498883584
10-02-2020 7.05,MunsterSir,SammyRepartee,1,0,1,This is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226764215479700000.00,https://twitter.com/MunsterSir/status/1226764215479701504
10-02-2020 7.05,MunsterSir,,0,0,0,This is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226764045425860000.00,https://twitter.com/MunsterSir/status/1226764045425864704
10-02-2020 7.04,MunsterSir,LeoVaradkar,0,0,0,This is the biggest personal shock to me since Dustin the Turkey didn't win Eurovision. #GE2020 #GE20 #leovaradkar #finegael,,,#GE2020 #GE20 #leovaradkar #finegael,1226763955546120000.00,https://twitter.com/MunsterSir/status/1226763955546120193
10-02-2020 6.59,StoppedClock1,,0,0,0,"Kevin O'Keeffe oaying the price the the 8th stance, in Cork East? #GE20 #ge2020",,,#GE20 #ge2020,1226762590983940000.00,https://twitter.com/StoppedClock1/status/1226762590983946240
10-02-2020 6.42,paraic70,,1,0,2,My goodness- such news to wake up to - no @FineGael TD in Cork South West. #GE20 #GE2020,,#NAME?,#GE20 #GE2020,1226758421254460000.00,https://twitter.com/paraic70/status/1226758421254463489
10-02-2020 4.55,Wahlfieber,,0,0,1,"Irish general election, 2020 Sinn Fein stärkste Partei in Irland +11% Greens +4% FF, FG, LAB & IND im Minus Wahlfieber-Prognose genauer als (fast) alle Umfragen. Exakter Vergleich, sobald das Endergebnis vorliegt: http://www.wahlfieber.com/en/forum/prognosen/7357 #GE20202, #GE2020 #GE20 #election2020",,,#GE20202 #GE2020 #GE20 #election2020,1226731393713140000.00,https://twitter.com/Wahlfieber/status/1226731393713147910
10-02-2020 4.15,RickOShea321,,1,2,8,"Roy Keane, post Irish general election, after voting for Sinn Féin, and urging other Irish people to do the same. 🤣🤣🤣🤣🤣 #SinnFéin #GE20 #GE2020 #UnitedIreland #SinnFeinSurge",,,#SinnF #GE20 #GE2020 #UnitedIreland #SinnFeinSurge,1226721302226060000.00,https://twitter.com/RickOShea321/status/1226721302226067457
10-02-2020 2.26,LaobhaoiseNihE,WesternPeople,0,0,0,So now there we have it folks. North #Mayo &amp; West Mayo! #GE2020 #Ge20 #Elections2020,,,#Mayo #GE2020 #Ge20 #Elections2020,1226694004407920000.00,https://twitter.com/LaobhaoiseNihE/status/1226694004407926784
10-02-2020 2.11,stonking,,0,0,4,"#Ireland #ge2020 #ge20 #think32 #Togh2020 Young people and those in middle age, both North and south, want re-unification. It's when, not if. https://twitter.com/BenKellyTweets/status/1226571446887100423",,,#Ireland #ge2020 #ge20 #think32 #Togh2020,1226690095085830000.00,https://twitter.com/stonking/status/1226690095085838336
10-02-2020 1.52,Diarmuid_9,LeoVaradkar,0,0,3,"Four years ago, granted. But what a truly horrible comment. #SinnFein #finegael #LeoVaradkar #ge20 #ge2020 ",,,#SinnFein #finegael #LeoVaradkar #ge20 #ge2020,1226685427739950000.00,https://twitter.com/Diarmuid_9/status/1226685427739955201
10-02-2020 1.32,xtom,,0,0,0,Looks to be a good shakeup #ge2020 #ge20,,,#ge2020 #ge20,1226680256679020000.00,https://twitter.com/xtom/status/1226680256679022592
10-02-2020 1.31,LaobhaoiseNihE,gavreilly,0,0,1,"100% spot on! I must also add that @newschambers , @ZaraKing &amp; @gavreilly have kept us all updated during the #GE2020 campaign &amp; doing an excellent job. A great team! #GE20 👏👏👏 ",,#NAME?,#GE2020 #GE20,1226680054236700000.00,https://twitter.com/LaobhaoiseNihE/status/1226680054236708864
10-02-2020 1.09,LaobhaoiseNihE,WesternPeople,1,0,0,FF V FG for the final seat. #Mayo #GE2020 #Ge20 #Elections2020,,,#Mayo #GE2020 #Ge20 #Elections2020,1226674412226830000.00,https://twitter.com/LaobhaoiseNihE/status/1226674412226830336
10-02-2020 1.08,DundalksNews,,0,0,0,#GE20 #LOUTH #GE2020 Counting finished for the night. Set to resume tomorrow morning at 9.30am #OverandOut,,,#GE20 #LOUTH #GE2020 #OverandOut,1226674175038880000.00,https://twitter.com/DundalksNews/status/1226674175038885892
10-02-2020 0.49,1paulmcel,Clooneqwarehawk,0,0,0,I know someone who knows him and says he's very charming! He's a sleeze ball looking at him and proven by tribunal. Why bother with million euro tribunals then. God give me strength! The only excuse I can give them is that they're a civil servant. #GE2020 #GE20,,,#GE2020 #GE20,1226669589423120000.00,https://twitter.com/1paulmcel/status/1226669589423120384
10-02-2020 0.40,GarNob,,0,2,4,The highest polling candidates in #GE2020 #ge20 ,,,#GE2020 #ge20,1226667189450810000.00,https://twitter.com/GarNob/status/1226667189450813440
10-02-2020 0.35,1paulmcel,1paulmcel,0,0,0,(2/2) Sign yourselves into a mental institution because they deserve you. Does integrity in a politician not matter any more along with honesty and a few morals? Yet if a burglar entered their house they'd complain! This country cracks me up but I enjoy the craic! #GE2020 #GE20,,,#GE2020 #GE20,1226665976760020000.00,https://twitter.com/1paulmcel/status/1226665976760020993
