date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
09-02-2020 13.56,shannonsidenews,,0,0,1,All of North Roscommon has been tallied #SligoLeitrim #GE2020 #GE20 ,,,#SligoLeitrim #GE2020 #GE20,1226505268965530000.00,https://twitter.com/shannonsidenews/status/1226505268965539840
09-02-2020 13.56,GougeAwayMyMind,,0,0,1,Damn shame #GE2020 wasnt on a Friday... Watching the results just isnt the same without a celebratory pint or 6! #SinnFéin #FineGael #FiannaFail #GE20,,,#GE2020 #SinnF #FineGael #FiannaFail #GE20,1226505239349670000.00,https://twitter.com/GougeAwayMyMind/status/1226505239349678081
09-02-2020 13.50,BrianFlanagan1,caulmick,1,0,3,I love that clip. #GE2020 #GE20 @rtenews,,#NAME?,#GE2020 #GE20,1226503596965000000.00,https://twitter.com/BrianFlanagan1/status/1226503596965007361
09-02-2020 13.49,kamfinsa,Liam220262,0,0,1,"Ireland has rejected fascists, and many of those opposed to a woman's right to safe and legal abortion services, and I couldn't be more delighted. #GE20 #GE2020 #RefugeesWelcome",,,#GE20 #GE2020 #RefugeesWelcome,1226503429125820000.00,https://twitter.com/kamfinsa/status/1226503429125820416
09-02-2020 13.49,WarrenR1982,RTE_PrimeTime,1,1,5,"Might teach you to be impartial from now on? Your clear bias didn’t fool the Irish voting public, in fact it stoked them to fight against it. Democracy wins! Shows the economy recovered but families did not! #SinnFein #FiannaFail #FineGael #CHANGE #GE20 #ExitPolls #GE2020",,,#SinnFein #FiannaFail #FineGael #CHANGE #GE20 #ExitPolls #GE2020,1226503389447620000.00,https://twitter.com/WarrenR1982/status/1226503389447622656
09-02-2020 13.47,AnIur78,CrotlieveSF,0,0,0,@RTE_Reporter gets it wrong again now that would not be like them 🙄 The top five in Louth so far: 1. Imelda Munster - SF 25.27% 2. Ruairí Ó Murchú - SF 16.67% 3. Fergus O'Dowd FG 8.76% 4. Ged Nash - LAB 8.72% 5. Mark Deary GRN 7.55% #GE20 #GE2020 #Louth #GeneralElection2020,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226502960705750000.00,https://twitter.com/AnIur78/status/1226502960705757184
09-02-2020 13.44,MimDonovan,,0,2,3,"The breathtaking impudence of @RichardbrutonTD, dictating that @sinnfeinireland 'will have to change' to form part of next government. Not learning the lesson of the election, Richard. It's FG who will have to change. #GE2020 #GE20",,#NAME?,#GE2020 #GE20,1226502182779930000.00,https://twitter.com/MimDonovan/status/1226502182779936769
09-02-2020 13.44,DundalksNews,,0,0,0,"Currently 54,636 votes now tallied, Imelda Munster looks to be well over the predicted quota, with Ruairí Ó Murchú coming up a close second. @sinnfeinireland are certain to return 2 TD’s in #Louth #GE20 #GE2020",,#NAME?,#Louth #GE20 #GE2020,1226502025757750000.00,https://twitter.com/DundalksNews/status/1226502025757757441
09-02-2020 13.43,westmeathindo,,1,0,0,Opening of boxes is now finished and first count about to start. #GE20 #ge2020 #LDWH,,,#GE20 #ge2020 #LDWH,1226501968945930000.00,https://twitter.com/westmeathindo/status/1226501968945930240
09-02-2020 13.41,DundalksNews,,0,1,0,Count update with 164 boxes tallied #GE20 #GE2020 #Louth #GeneralElection2020 The top five: 1. Imelda Munster - SF 25.27% 2. Ruairí Ó Murchú - SF 16.67% 3. Fergus O'Dowd FG 8.76% 4. Ged Nash - LAB 8.72% 5. Mark Deary GRN 7.55%,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226501335220090000.00,https://twitter.com/DundalksNews/status/1226501335220092928
09-02-2020 13.40,uns0ciable1,,0,0,0,Very noticeable watching the #GE2020 #GE20 results on @rte &amp; @VirginMediaNews how fresh faced the latter looks in comparison to the aging former,,#NAME?,#GE2020 #GE20,1226501128449330000.00,https://twitter.com/uns0ciable1/status/1226501128449339393
09-02-2020 13.37,2day_tonight,,4,1,3,"Sinn Féin who want to be seen as a modern party and ask people not to judge them on their IRA links, sing IRA songs to celebrate the election. Fools all over the country fell for it #ge20 #ge2020",,,#ge20 #ge2020,1226500282605080000.00,https://twitter.com/2day_tonight/status/1226500282605080577
09-02-2020 13.35,ShaunT1980,,1,3,12,Media crew currently waiting on @MaryLouMcDonald to arrive at the RDS count centre. #GE2020 #ge20 ,,#NAME?,#GE2020 #ge20,1226499908502540000.00,https://twitter.com/ShaunT1980/status/1226499908502540289
09-02-2020 13.33,PanelPowerIrl,,0,0,2,I hope Leo Varadkar got up early in the morning to view his own horror show. #GE20🇮🇪 #GE2020,,,#GE20 #GE2020,1226499359522670000.00,https://twitter.com/PanelPowerIrl/status/1226499359522672640
09-02-2020 13.32,Colmogorman,RTEwexford,1,0,6,Fascinating. Hard to call how the seats will fall to FF and FG. #GE2020 #GE20 ,,,#GE2020 #GE20,1226499197035300000.00,https://twitter.com/Colmogorman/status/1226499197035307009
09-02-2020 13.32,DundalksNews,,0,0,3,"75% of the way there #LOUTH #GE20 #GE2020 1 Imelda Munster - SF 12,903 2 Ruairí Ó Murchú - SF 7,701 3 Fergus O'Dowd - FG 5,127 4 Ged Nash - Labour 4,398 5 Mark Deary - Green 3,778 6 Declan Breathnach - FF 3,596 7 Peter Fitzpatrick - Ind 3,452 8 James Byrne - FF 3,084",,,#LOUTH #GE20 #GE2020,1226499175128400000.00,https://twitter.com/DundalksNews/status/1226499175128408064
09-02-2020 13.29,jamescosullivan,,1,0,3,Not a single instance of a fada in spellings of 'Fianna Fáil' or 'Sinn Féin' in today's Sunday Independent. Lazy styleguide. #Election2020 #GeneralElection2020 #GE20 #GE2020,,,#Election2020 #GeneralElection2020 #GE20 #GE2020,1226498240457190000.00,https://twitter.com/jamescosullivan/status/1226498240457199616
09-02-2020 13.25,QuayFitness,,0,0,0,Just for those in the pale and east who haven’t a clue about the west especially Mayo. Erris (now represented by RWC of SF) is about the same size as Louth. #GE2020 #ge20 #Elections2020 #mayo #timeforchange,,,#GE2020 #ge20 #Elections2020 #mayo #timeforchange,1226497241327840000.00,https://twitter.com/QuayFitness/status/1226497241327849474
09-02-2020 13.23,RTEmeathEAST,,0,0,6,"One half of the room is gone to lunch, the other half is counting Darren O’Rourke of Sinn Féin’s votes. #MeathEast #GE20 #GE2020 ",,,#MeathEast #GE20 #GE2020,1226496842365650000.00,https://twitter.com/RTEmeathEAST/status/1226496842365652997
09-02-2020 13.22,JohnSq64,harrymcgee,0,0,1,"Harry ""Sinn Féin has fallen back a bit"" McGee 😎 Any old octopus would give a more sensible prediction than this clown. #GE20 #GE2020 ",,,#GE20 #GE2020,1226496566695020000.00,https://twitter.com/JohnSq64/status/1226496566695022592
09-02-2020 13.21,DangerKidsBooks,,1,0,0,"While I am no supporter of @FineGael nor @fiannafailparty I do home that FG go into government, without LV as leader because there is finally hope for sport on the Irish horizon. Why? #GE2020 #GE20",,#NAME?,#GE2020 #GE20,1226496348284990000.00,https://twitter.com/DangerKidsBooks/status/1226496348284997637
09-02-2020 13.19,DundalksNews,,2,3,8,Count update with 150 boxes tallied #GE20 #GE2020 #Louth #GeneralElection2020 The top five: 1. Imelda Munster - SF 2. Ruairí Ó Murchú - SF 3. Fergus O'Dowd FG 4. Ged Nash - LAB 5. Mark Deary GRN,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226495826958200000.00,https://twitter.com/DundalksNews/status/1226495826958209028
09-02-2020 13.17,serentrippety,MrPaulDuane,0,2,15,"In the height of an unprecedented housing & homelessness crisis, home owners in leafy South County Dublin vote for Eoghan Murphy Minister for Housing 💁‍♀️ #GeneralElection2020 #GE20 #GE2020 ",,,#GeneralElection2020 #GE20 #GE2020,1226495378419320000.00,https://twitter.com/serentrippety/status/1226495378419322882
09-02-2020 13.12,2day_tonight,,0,0,3,Lisa Chambers disloyalty to her country constantly undermining the government position on the border during the brexit talks has come back to bite her. #ge2020 #ge20,,,#ge2020 #ge20,1226493959771470000.00,https://twitter.com/2day_tonight/status/1226493959771475968
09-02-2020 13.11,mairtinmcgauley,,0,0,2,"The chatter in Wicklow is that Brady (SF), Harris (FG) and Whitmore (SD) will get in. However, the other 2 seats are ones to watch as votes get transferred. #GE20 #GE2020 #GeneralElection2020 @NewstalkFM",,#NAME?,#GE20 #GE2020 #GeneralElection2020,1226493781287090000.00,https://twitter.com/mairtinmcgauley/status/1226493781287096321
09-02-2020 13.10,DundalksNews,,1,3,3,***CORRECTION*** Count update with 136 boxes tallied #GE20 #GE2020 #Louth #GeneralElection2020 The top five: 1. Imelda Munster - SF 2. Ruairí Ó Murchú - SF 3. Fergus O'Dowd FG 4. Ged Nash - LAB 5. Mark Deary - GRN,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226493690081920000.00,https://twitter.com/DundalksNews/status/1226493690081927168
09-02-2020 13.04,TG4TV,,0,0,3,Cé a thiocfaidh slán? Beidh torthaí an toghcháin ag @7LATG4 inniu agus amárach. #VOTA2020 #GE2020 #GE20 ,,@7LATG4,#VOTA2020 #GE2020 #GE20,1226491940763500000.00,https://twitter.com/TG4TV/status/1226491940763508737
09-02-2020 13.02,GerMcK1976,,1,0,0,In all the analysis of #ge2020 I haven't heard the whole RIC &amp; Black &amp; Tan debacle mentioned as a reason for poor FG performance yet it was all over social media for days. #ge20,,,#ge2020 #ge20,1226491624492090000.00,https://twitter.com/GerMcK1976/status/1226491624492093440
09-02-2020 13.02,Tcurran0,NewstalkFM,0,0,0,Well... This is most surprising...... NOT! Can't polish a turd!!!!!! #GE20 #GE2020 ,,,#GE20 #GE2020,1226491441389730000.00,https://twitter.com/Tcurran0/status/1226491441389735936
09-02-2020 13.00,DundalksNews,,5,10,17,Count update with 136 boxes tallied #GE20 #GE2020 #Louth #GeneralElection2020 The top five: 1. Imelda Munster - SF 2. Ruairí Ó Murchú - SF 3. Fergus O'Dowd FG 4. Ged Nash - LAB 5. Declan Breathnach - FF,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226491122148680000.00,https://twitter.com/DundalksNews/status/1226491122148683776
09-02-2020 12.59,Tcurran0,TuamHerald,0,0,0,Incoming count klaxon!! Good old #Headford efficiency in #GE20 #GE2020 ,,,#Headford #GE20 #GE2020,1226490752060070000.00,https://twitter.com/Tcurran0/status/1226490752060076033
09-02-2020 12.57,zwitterio,EthicsInBricks,0,0,0,#GE2020 #GE20 ,,,#GE2020 #GE20,1226490235321750000.00,https://twitter.com/zwitterio/status/1226490235321753600
09-02-2020 12.55,PanelPowerIrl,wolfetones,0,1,2,You should do a remix of 'Come Out Ye Black n Tans' with @stormzy #GE20🇮🇪 #GE2020,,#NAME?,#GE20 #GE2020,1226489824972010000.00,https://twitter.com/PanelPowerIrl/status/1226489824972017665
09-02-2020 12.53,coopheynow,,0,0,0,"#GE20 Voters saw Confidence &amp; Supply as FG FF in coalition Government, so have voted #SinnFéin for change, in protest. @rtenews #ge2020",,#NAME?,#GE20 #SinnF #ge2020,1226489279280480000.00,https://twitter.com/coopheynow/status/1226489279280488448
09-02-2020 12.52,adamlong80,,0,0,1,"A key finding in #ExitPoll: Nearly 2/3 of voters do not feel they have benefited from ‘economic recovery’. People not impressed being told they should rejoice at likes of full employment when they cannot access housing, paying sky high rents etc. A clear disconnect. #GE2020 #GE20",,,#ExitPoll #GE2020 #GE20,1226489108442360000.00,https://twitter.com/adamlong80/status/1226489108442361857
09-02-2020 12.50,dsisky,,0,0,1,"With 100% of votes tallied, the SF wave set to continue in Fingal. Greens will be somewhat disappointed to be in 3rd place given success in November but should still get a seat comfortably enough #GE20 #GE2020 🗳 ",,,#GE20 #GE2020,1226488561572200000.00,https://twitter.com/dsisky/status/1226488561572208640
09-02-2020 12.48,serentrippety,,3,1,3,RIP Labour #GeneralElection2020 #GE2020 #GE20 ,,,#GeneralElection2020 #GE2020 #GE20,1226487917037610000.00,https://twitter.com/serentrippety/status/1226487917037617154
09-02-2020 12.47,eoinhennessy,,1,0,0,"Question- As the polling/tallying and the swing to Sinn Féin rolls out, how close to getting all 42 candidates standing will get seats? Has any other part elected 100% of candidates that stood? #GE2020 #GE20 #ge2020forecast",,,#GE2020 #GE20 #ge2020forecast,1226487842890760000.00,https://twitter.com/eoinhennessy/status/1226487842890768385
09-02-2020 12.44,GerMcK1976,,0,0,1,SF North: Taking no seats SF South: Taking every seat.. #GE20 #GE2020 #IrishGeneralElection,,,#GE20 #GE2020 #IrishGeneralElection,1226487066739050000.00,https://twitter.com/GerMcK1976/status/1226487066739052544
09-02-2020 12.42,SouthernStarIRL,,0,0,1,First count well underway here in Mallow for Cork North West #GE2020 #GE20 #SSGE2020 #CorkNorthWest #corknw #westcork,,,#GE2020 #GE20 #SSGE2020 #CorkNorthWest #corknw #westcork,1226486561593670000.00,https://twitter.com/SouthernStarIRL/status/1226486561593679874
09-02-2020 12.39,DundalksNews,,0,1,1,"100% of all boxes within Louth have now been opened, the counting continues #GE20 #GE2020 #Louth",,,#GE20 #GE2020 #Louth,1226485677543550000.00,https://twitter.com/DundalksNews/status/1226485677543559168
09-02-2020 12.38,GrrlGhost,,0,0,3,Aaaaahahaha #GE20 #GE2020,,,#GE20 #GE2020,1226485405475830000.00,https://twitter.com/GrrlGhost/status/1226485405475835904
09-02-2020 12.37,GerMcK1976,,0,0,0,"You know you're getting old when the ""all nighter"" you're excited about is the transfer of votes count in #ge2020 #ge20 #IrishGeneralElection",,,#ge2020 #ge20 #IrishGeneralElection,1226485279449650000.00,https://twitter.com/GerMcK1976/status/1226485279449657344
09-02-2020 12.33,kerryman_ie,,0,2,1,It is a tight race to top the poll in Kerry with TD Michael Healy-Rae and Sinn Fein Cllr Pa Daly neck-on-neck. Current tally puts Healy-Rae on 11639 to 11476 for Cllr Daly. #GE20 #GE2020,,,#GE20 #GE2020,1226484285496010000.00,https://twitter.com/kerryman_ie/status/1226484285496012807
09-02-2020 12.33,dregincore,irelandbattles,0,0,0,Lovely #GE2020 #GE20 ,,,#GE2020 #GE20,1226484280701990000.00,https://twitter.com/dregincore/status/1226484280701997056
09-02-2020 12.33,ailbhes,,3,21,126,Looks like there’ll be constituencies with no FG or FF TD representation. Historic. #BreakTheCycle #GE20 #GE2020,,,#BreakTheCycle #GE20 #GE2020,1226484193460440000.00,https://twitter.com/ailbhes/status/1226484193460441088
09-02-2020 12.32,DundalksNews,,0,4,4,@MarkDearey has just moved up to 6th position 1. Imelda Munster - 24.73% 2. Ruairí Ó Murchú - 18.62% 3. Fergus O'Dowd - 8.65% 4. Peter Fitzpatrick - 8.34% 5. Declan Breathnach - 8.07% 6. Mark Dearey - 7.73% 7. Ged Nash - 7.47% 8. John McGahon - 6.44% #GE20 #GE2020 #Louth Latest,,#NAME?,#GE20 #GE2020 #Louth,1226483993098510000.00,https://twitter.com/DundalksNews/status/1226483993098510336
09-02-2020 12.31,Kenews,,0,0,3,It is a tight race to top the poll in Kerry with TD Michael Healy-Rae and Sinn Fein Cllr Pa Daly neck-on-neck. Current tally puts Healy-Rae on 11639 to 11476 for Cllr Daly. #GE20 #GE2020,,,#GE20 #GE2020,1226483873523070000.00,https://twitter.com/Kenews/status/1226483873523077122
09-02-2020 12.31,TheRealPsycrow,,0,0,2,I wonder will Shane Ross crow bar himself into the celebratory photographs of everyone who beats him in his constituency? #ge20 #GE2020 #Election2020,,,#ge20 #GE2020 #Election2020,1226483864350210000.00,https://twitter.com/TheRealPsycrow/status/1226483864350216194
09-02-2020 12.30,GerMcK1976,,3,1,5,Hot take alert: The reason Sinn Fein are going well in Southern elections is the same reason they did badly in the last Northern election. People ( esp young people) care about bread and butter issues. #ge2020 #GE20 #IrishGeneralElection,,,#ge2020 #GE20 #IrishGeneralElection,1226483402603450000.00,https://twitter.com/GerMcK1976/status/1226483402603450368
09-02-2020 12.29,seanmcgrinder,NewstalkFM,1,1,2,"Sinn Fein, ""we've moved away from from the republican agenda... we're far more a progressive party, everyone is equal"" Sinn Fein....#GE2020 #GE20 ",,,#GE2020 #GE20,1226483237435980000.00,https://twitter.com/seanmcgrinder/status/1226483237435985920
09-02-2020 12.26,DerryNewsNViews,,0,0,0,"Just had a premonition about a #SinnFein run Republic of Ireland in 2021. #ShameFein #IRA #NoShame #theirisheconomyisfcukedwithsinnfeinincharge #GE2020 #GE20 #IRA #theyhaventgoneawayyouknow #RTE Cattle killed with rocks in Dublin, Jan 2022 https://youtu.be/8XWieVWwPzE via @YouTube",,#NAME?,#SinnFein #ShameFein #IRA #NoShame #theirisheconomyisfcukedwithsinnfeinincharge #GE2020 #GE20 #IRA #theyhaventgoneawayyouknow #RTE,1226482534076370000.00,https://twitter.com/DerryNewsNViews/status/1226482534076370944
09-02-2020 12.24,PierceOCinneide,,1,1,0,#TonightVMTV - #rtept #cblive #Election2020 - #ExitPoll2020 #GE20 - #ExitPolls - #RTE #Tally So after #GE2020 FG/FF doesnt want SF. What is #Ireland next goverment ...? ↘️🤔,,,#TonightVMTV #rtept #cblive #Election2020 #ExitPoll2020 #GE20 #ExitPolls #RTE #Tally #GE2020 #Ireland,1226482011424110000.00,https://twitter.com/PierceOCinneide/status/1226482011424116737
09-02-2020 12.19,godanicusmusic,,0,0,2,"We've been conditioned over years to think that there are only 2 parties capable of running the country. Finally, we have broken one of the last backward traditions in this country. Sinn fein most popular with everyone under 65, says it all. The old ways are gone. #GE20 #GE2020",,,#GE20 #GE2020,1226480808053140000.00,https://twitter.com/godanicusmusic/status/1226480808053149697
09-02-2020 12.18,daire_tully,,1,0,1,I'll be looking for #tallies in the following Dub NW #dubnw Dub SC #dubsc Dub SW #dubsw Tipperary #tipp Clare #clare Carlow-KK #cwkk Kildare N #ken Laois-Offally #lsoy Louth #louth #GE20 #GE2020,,,#tallies #dubnw #dubsc #dubsw #tipp #clare #cwkk #ken #lsoy #louth #GE20 #GE2020,1226480394159210000.00,https://twitter.com/daire_tully/status/1226480394159218688
09-02-2020 12.16,adamlong80,,0,1,2,"Irish voters have overwhelmingly opted for change but unlike in a number of other places, the far-right have thankfully made no inroads here whatsoever. A largely educated & informed Irish electorate want nothing to do with their toxic offerings. #GE20 #GE2020 #Election2020",,,#GE20 #GE2020 #Election2020,1226480035034540000.00,https://twitter.com/adamlong80/status/1226480035034542080
09-02-2020 12.15,philo91philo,,1,0,3,"#DessieEllis with 44.3% in @RTEdubNORTHWEST, absolutely incredible. Question - Is this one of the highest ever share of the votes in a constituency in a general election?? #GE2020 #GE20",,#NAME?,#DessieEllis #GE2020 #GE20,1226479674106220000.00,https://twitter.com/philo91philo/status/1226479674106220544
09-02-2020 12.15,kamfinsa,jaseomcn,1,0,1,"Thank you! But @newschambers has it slightly wrong - it's Catherine Byrne, Brid Smith and Catherine Ardagh neck-and-neck after Aengus O'Snodaigh. #DublinSouthCentral #GE20 #GE2020",,#NAME?,#DublinSouthCentral #GE20 #GE2020,1226479663796620000.00,https://twitter.com/kamfinsa/status/1226479663796625408
09-02-2020 12.14,maurmcen,zoeharcombe,0,0,0,If any elected TD's care to remedy failing health in Ireland...you can start here ...#GE2020 #GE20 ,,,#GE2020 #GE20,1226479457092930000.00,https://twitter.com/maurmcen/status/1226479457092935681
09-02-2020 12.13,kamfinsa,newschambers,0,0,0,"Ask and I shall receive ... #DublinSouthCentral tally showing the Sinn Fein surge, with Catherine Byrne (FG), Brid Smith (PBP) and Catherine Ardagh (FF) neck-and-neck. #GE20 #GE2020 ",,,#DublinSouthCentral #GE20 #GE2020,1226479211608750000.00,https://twitter.com/kamfinsa/status/1226479211608756224
09-02-2020 12.13,kerryman_ie,,0,3,3,TD Micheal Healy-Rae and Sinn Fein's Pa Daly are neck-on-neck to top the poll according to the tallies. Both are at 21% of the vote with 10118 first preference votes for Healy-Rae and 10048 for Daly. 63% of boxes are open #GE20 #GE2020,,,#GE20 #GE2020,1226479129412930000.00,https://twitter.com/kerryman_ie/status/1226479129412935681
09-02-2020 12.10,DundalksNews,,0,0,5,Latest update with 105 boxes open #GE20 #GE2020 #Louth #GeneralElection2020 The top five: 1. Imelda Munster - SF 2. Ruairí Ó Murchú - SF 3. Fergus O'Dowd FG 4. Peter Fitzpatrick - IND 5. Declan Breathnach - FF,,,#GE20 #GE2020 #Louth #GeneralElection2020,1226478570811400000.00,https://twitter.com/DundalksNews/status/1226478570811404289
09-02-2020 12.03,PatrickCHogan,,0,0,0,@IvanYatesNT #GE2020 Clare Tally to date might be no FG TD’s Neck and neck in Clare. Latest #GE20 standing from 81 boxes tallied. McNamara Michael (IND) 3488 Crowe Cathal (FF) 3265 Dooley Timmy (FF) 3239 Wynne Violet-Anne (SF) 3247 Breen Pat (FG) 2717 McInerney Rita (FF) 2495,,#NAME?,#GE2020 #GE20,1226476770154680000.00,https://twitter.com/PatrickCHogan/status/1226476770154684416
09-02-2020 12.02,DundalksNews,,0,1,4,#Louth #GE20 #GE2020 #GeneralElection2020 So far at 11.45am 1 Imelda Munster - SF 26.57% 2 Ruairí Ó Murchú - SF 17.16% 3 Fergus O'Dowd FG 8.75% 4 Declan Breathnach - FF 8.03% 5 Peter Fitzpatrick - Ind 8% 6 Ged Nash - Lab 7.88% 7 Mark Dearey - Grn 7.35% 8 John McGahon - FG 6.58%,,,#Louth #GE20 #GE2020 #GeneralElection2020,1226476367031780000.00,https://twitter.com/DundalksNews/status/1226476367031783424
