date,username,to,replies,retweets,text,mentions,hashtags,permalink
09-02-2020 10.27,ActorKeithNolan,LeoVaradkar,0,0," I did thanks , Voted Sinn Fein No 1 ",,,https://twitter.com/ActorKeithNolan/status/1226452672393469953
09-02-2020 10.14,oneofmany231,LeoVaradkar,0,0, Yes get down and vote for anyone else except this twat ,,,https://twitter.com/oneofmany231/status/1226449403109683201
09-02-2020 9.42,celtictom_,LeoVaradkar,0,0, Always with the same crap of how great the economy is. Never about the homelessness or housing crisis. You had your chance ,,,https://twitter.com/celtictom_/status/1226441236858449920
09-02-2020 9.25,Kinguherr,marywallace07,0,0, Dorm forget for Dennis. And his offshore billions. ,,,https://twitter.com/Kinguherr/status/1226436992562368514
09-02-2020 8.42,woodyCook1,LeoVaradkar,0,0, too busy sticking your nose in English politics why your own country is in a downward spiral. ,,,https://twitter.com/woodyCook1/status/1226426174731169793
09-02-2020 8.19,AOurkiya,LeoVaradkar,0,0, I hope you're reading the comments 😂 hilarious... But yeah #LEFTALLTHEWAY ,,#LEFTALLTHEWAY,https://twitter.com/AOurkiya/status/1226420442065494016
09-02-2020 8.18,PJMcNamara6,LeoVaradkar,0,0, #Blackantancharlie getting slated in portlaoise I hear people in his own town are sick of his stay away and photo opportunitie politics. ,,#Blackantancharlie,https://twitter.com/PJMcNamara6/status/1226420129526730752
09-02-2020 8.17,scruffmac,LeoVaradkar,0,0," Not looking great for fg in the exit poll. Considering a sf coalition is completely out of the question. Now it's time to see if your party will stand by that statement, or flip flop to cling to power. ",,,https://twitter.com/scruffmac/status/1226419718871011328
09-02-2020 8.12,PJMcNamara6,LeoVaradkar,0,0, we did Leo .. in droves we went .. to get you ... simple Simon.. Murphy... Covney.. and #Blackantancharlie and the rest of the posh boys club out of power ,,#Blackantancharlie,https://twitter.com/PJMcNamara6/status/1226418609259503616
09-02-2020 7.54,gerardrodgers,LeoVaradkar,0,0," Such respect4yourwork.Stay the pace in making your leadership contributions2local, national &international interests.Our country is better with people like u in politics. ",,,https://twitter.com/gerardrodgers/status/1226413994124115969
09-02-2020 6.52,ciarabr00377061,LeoVaradkar,0,0," Good luck leo, your are a credit to ireland, wish i was there to vote 🇮🇪🏳️‍🌈 ",,,https://twitter.com/ciarabr00377061/status/1226398406022696965
09-02-2020 5.24,AoifeD7,LeoVaradkar,0,0, You have done nothing but make my families life harder! ,,,https://twitter.com/AoifeD7/status/1226376292381134850
09-02-2020 5.05,to_persia,LeoVaradkar,0,0," Ha Ha Fcuking Ha, you laughed at the UK parliment and mocked Boris before our December election, where Boris won a 80 seat majority. Well, your not laughing now, are you. Little old Eire going to get crushed by Brexit 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ",,,https://twitter.com/to_persia/status/1226371618919866368
09-02-2020 4.47,david_nowlan,LeoVaradkar,0,0," 25,000 social housing and 25,000 affordable housing are needed now, and this is the key to why FG and FF numbers are dropping. Everyone wants there own home and 18 to 35 year olds are mad as hell. ",,,https://twitter.com/david_nowlan/status/1226366936407302144
09-02-2020 2.32,MichaellaDicke1,LeoVaradkar,0,0," The only ‘strong economy’ in this country is the brown envelopes going into each FG and FF Td’s pockets. Housing crisis is a disaster aswell as the health system being in complete shambles. So many homeless people, are you thinking of them tonight @LeoVaradkar in this weather?? ", @LeoVaradkar,,https://twitter.com/MichaellaDicke1/status/1226333117436321793
09-02-2020 1.40,JBisGod1,LeoVaradkar,0,0," Vote FG so this mongo can stay in charge,wear a set of arseless chaps to spar while kids sleep on the streets,havee more projects like the childrens hosp where the budget is completely blown & then give himself a payrise for it😂wouldn't see it in eastenders!Yup @sinnfeinireland ", @sinnfeinireland,,https://twitter.com/JBisGod1/status/1226319855592202240
09-02-2020 0.43,hazelmcclean,LeoVaradkar,0,0, And as you don't need ID don't forget to tell them they can vote as many times as they want lol ,,,https://twitter.com/hazelmcclean/status/1226305497457987586
09-02-2020 0.41,006_Ellie,LeoVaradkar,0,0, You didnt even vote for them & you know it. It's clear to see you want out asap Leo. & if I'm wrong & you get back in you really need to work in your speeches!! ,,,https://twitter.com/006_Ellie/status/1226305072956608515
09-02-2020 0.05,Evercurious123,LeoVaradkar,0,0, Well 22% did ... ,,,https://twitter.com/Evercurious123/status/1226296022822985728
26-02-2020 11.56,HugoThompsonEco,,1,0, Honourable mention for Richard Bruton TD as while he couldn't say what reduction his party would aim to deliver in 2020. He did say they were aiming for 30-34% reduction by 2030 & he couldn't sign up to 8% pledge as its impossible to go from 0-8% in a year. Fair enough but .... ,,,https://twitter.com/HugoThompsonEco/status/1232635562483384320
23-02-2020 10.33,Queer_Kara,jaseomcn,2,0," It has to be more than that though right? It was so, I mean yes arrogant, but also this ideological need to both sides it like in 2016 re: 1916. Like I assume some Anglophile higher up (Richard Bruton no doubt) demanded it ",,,https://twitter.com/Queer_Kara/status/1231527595340189696
22-02-2020 18.14,melissaocallag1,TalksWild,0,0, Just look how Richard Bruton cynically abstained on every important environmental vote the government had. Whilst he talked a different message. ,,,https://twitter.com/melissaocallag1/status/1231281110425927683
21-02-2020 6.29,melissaocallag1,skydavidblevins,0,0, What's the betting Richard Bruton won't go for it was it prefers not to be accountable but instead have a puppet to control. My money is on Murphy as they say there is no such thing as bad publicity and he is probably a hero to some sociopathic entities of society.  ,,,https://twitter.com/melissaocallag1/status/1230741408157319168
20-02-2020 14.32,electionlit,darachos,1,1, Richard Bruton and Willie O'Dea both elected in Feb 1982 ,,,https://twitter.com/electionlit/status/1230500572945616896
20-02-2020 14.32,LukePField,darachos,0,0," Co-parenting between Willie O'Dea and Richard Bruton. Bernard Durkan was actually the first to be elected of the current crop but lost his seat for a while, so doesn't qualify. ",,,https://twitter.com/LukePField/status/1230500547993722882
20-02-2020 13.44,dail_printer,paddoconnell,0,0, Grind Humm. Feed me paper Richard Bruton. ,,,https://twitter.com/dail_printer/status/1230488415357079553
19-02-2020 14.12,melissaocallag1,donna_cooney1,0,0, The problem is the like of Richard Bruton talked a good show as minister of the climate inaction but on every environmental vote he abstained. I would prefer if he voted against or didn't turn up instead of pretending to care but not giving a dam and collecting the pay. ,,,https://twitter.com/melissaocallag1/status/1230132930535723009
19-02-2020 9.06,VinnyMourinho,oconnellhugh,0,0, Mc Dowell likens Richard Bruton to Goebels ...😳 Get over it and get on with the real business. #Pathetic ,,#Pathetic,https://twitter.com/VinnyMourinho/status/1230055961517330432
18-02-2020 17.59,inkoutofthebox,,0,1, My cover step by step with @richardbruton and @wellsybeer on @2000AD Covers Uncovered. Delighted to be featured! https://2000ad.com/news/2000-ad-covers-uncovered-justice-delivered-with-a-bullet/ #2000ad #prog2168 #coversuncovered #judgedredd #iamthelaw #comicartist #megacityone #lawgivermk2 #lawgiver #lawmaster #judgedreddart , @richardbruton  @wellsybeer  @2000AD,#2000ad #prog2168 #coversuncovered #judgedredd #iamthelaw #comicartist #megacityone #lawgivermk2 #lawgiver #lawmaster #judgedreddart,https://twitter.com/inkoutofthebox/status/1229827869305720834
18-02-2020 0.44,dail_printer,djtrevdarev,0,0, Whirr Whirr . Feed me paper Richard Bruton. ,,,https://twitter.com/dail_printer/status/1229567344042704897
17-02-2020 21.28,finbarmcd,adriancummins,0,0," Housing absolutely critical to next govt. If SF not in govt, then other parties really must deliver. I’d put Simon C or Richard Bruton or Pascal in there. A plan is needed and then very very hands-on management. ",,,https://twitter.com/finbarmcd/status/1229518081569034245
17-02-2020 20.11,newschambers,,3,0, Richard Bruton - one of the strongest advocates for opposition - has just left Leinster House. ,,,https://twitter.com/newschambers/status/1229498709769117696
17-02-2020 16.49,amoffatt17,fiachkelly,0,0, If Richard Bruton is organising the FG rebellion then there is no stopping the grand coalition.  ,,,https://twitter.com/amoffatt17/status/1229447840944005120
17-02-2020 15.14,eliz4davidson,harrymcgee,0,0, Says Richard Bruton with the most unambitious plan ever and Josepha M hell bent on wiping out biodiversity ,,,https://twitter.com/eliz4davidson/status/1229423893515055106
17-02-2020 13.32,paddymacc1,,0,0," For once I agree wholeheartedly with Richard Bruton, albeit for different reasons. ⤵️ Opposition to ‘grand coalition’ with FF strengthens in FG  ",,,https://twitter.com/paddymacc1/status/1229398273741422592
17-02-2020 12.55,IrishTimes,,1,4, FG’s Richard Bruton opposed to ‘grand coalition’ with FF  ,,,https://twitter.com/IrishTimes/status/1229388798854721538
17-02-2020 12.52,newschambers,,2,0, I check every tweet involving Richard Bruton's name three times for fear I'll call him Richard Burton. ,,,https://twitter.com/newschambers/status/1229388176638251008
17-02-2020 12.51,newschambers,,3,5, Interesting. Richard Bruton against the FG-FF coalition https://www.irishtimes.com/news/ireland/irish-news/fg-s-richard-bruton-opposed-to-grand-coalition-with-ff-1.4176247?mode=amp#.XkqLAk56AoQ.twitter ,,,https://twitter.com/newschambers/status/1229387989807255558
17-02-2020 12.46,fiachkelly,,5,11, An unlikely rebel? FG’s Richard Bruton opposed to ‘grand coalition’ with FF https://www.irishtimes.com/news/ireland/irish-news/fg-s-richard-bruton-opposed-to-grand-coalition-with-ff-1.4176247#.XkqLAk56AoQ.twitter via @IrishTimes , @IrishTimes,,https://twitter.com/fiachkelly/status/1229386578063187970
16-02-2020 22.48,geordie_john,726courtown,1,0," The reason she ended up in arrears was because while her partner was ill he wasnt getting a wage and then her child became sick as well, Who do you think has a better understanding of crisis we are in, her who experienced it on 2 fronts? Or Richard Bruton and is 6m net worth ",,,https://twitter.com/geordie_john/status/1229175857551413248
15-02-2020 20.50,paddylepage,carboniferous8,1,0, Richard Bruton was often out Greening the Greens with bluster. I don't know if we'll escape crucifixion tax laws no matter which way this plays out. ,,,https://twitter.com/paddylepage/status/1228783599178174465
15-02-2020 17.51,sketchlads,jackalexe,1,0, '97 - Ivor Calelly (FF) '02 - Seán Haughey (FF) '07 - Richard Bruton (FG) '11 - Richard Bruton (FG) '16 - Richard Bruton (FG) '20 - Denise Mitchell (SF)  ,,,https://twitter.com/sketchlads/status/1228738640215445518
15-02-2020 14.25,jeff_johnston_,jackalexe,0,0, Ivor Callely FF - '97 Seán Haughey FF - '02 Richard Bruton FG - '07 Richard Bruton FG - '11 Richard Bruton FG - '16 Denise Mitchell SF - '20  ,,,https://twitter.com/jeff_johnston_/status/1228686896710246401
15-02-2020 1.30,socmot,Jack_Merriman_,0,0, Michael Woods FF '81 Michael Woods FF Feb '82 Michael Woods FF Nov '82 Liam Fitzgerald FF '87 Pat McCartan WP '89 Sean Kenny LP '92 Michael Woods FF '97 Michael Woods FF '02 Tommy Broughan LP '07 Terence Flanahan FG '11 Richard Bruton FG '16 Denise Mitchell SF '20 ,,,https://twitter.com/socmot/status/1228491683781890048
14-02-2020 23.37,davehooperSSNS,jackalexe,2,0, Michael Woods (Fianna Fail) Michael Woods (Fianna Fail) Liam Fitzgerald (Fianna Fail) Michael Woods (Fianna Fail) Sean Kenny (Labour) Michael Woods (Fianna Fail) Michael Woods (Fianna Fail) Tommy Broughan (Labour) Richard Bruton (Fine Gael) Richard Bruton (Fine Gael)  ,,,https://twitter.com/davehooperSSNS/status/1228463378903052288
14-02-2020 17.19,shanefolan,jackalexe,1,0, 1997 Ivor Callely (FF) 2002 Seán Haughey (FF) 2007 Richard Bruton (FG) 2011 Richard Bruton (FG) 2016 Richard Bruton (FG) 2020 Denise Mitchell (SF)  ,,,https://twitter.com/shanefolan/status/1228368301425905664
14-02-2020 16.25,Jack_Merriman_,jackalexe,1,0, Michael Woods (FF) DNE '02 Tommy Broughan (LAB) DNE '07 Terence Flanagan (FG) DNE '11 Richard Bruton (FG) DBN '16 Denise Mitchell (SF) DBN '20 ,,,https://twitter.com/Jack_Merriman_/status/1228354554087067650
14-02-2020 16.14,astarmain,jackalexe,1,0, Gene Fitzgerald (FF) Seamus Brennan (FF) John Kelly (FG) twice Anne Colley (PD) Gerard Brady (FF) Ruairi Quinn (Lab) Eoin Ryan (FF) John Gormley (G) Richard Bruton (FG) twice John Lahart (FG) Sean Crowe (SF) that's excluding the 2014 by election where SF topped but AAA elected ,,,https://twitter.com/astarmain/status/1228351813608443908
14-02-2020 9.29,niallmbrady,,1,1," It’s alright Dublin Bay North candidates #GE2020, I picked them up.Gathered on a 5 minute walk from school this morning...#FG #RichardBruton #SF #DeniseMitchell #FF #SeanHaughey #CianOCallaghan #AodhanORiordan #DavidHealy #DeirdreHeaney #CatherineNoone #JohnLyons #BernardMulvaney ",,#GE2020 #FG #RichardBruton #SF #DeniseMitchell #FF #SeanHaughey #CianOCallaghan #AodhanORiordan #DavidHealy #DeirdreHeaney #CatherineNoone #JohnLyons #BernardMulvaney,https://twitter.com/niallmbrady/status/1228249968386990080
13-02-2020 23.07,downgerd,AaronGuli,1,0," FF refused to allow Ahern re join the party, Richard Bruton is an elected TD ",,,https://twitter.com/downgerd/status/1228093411539988480
13-02-2020 23.05,AaronGuli,downgerd,1,0," So why’s Bertie still lingering about? Also, Richard Bruton? Ah sure, that’s a different type of loitering right? ",,,https://twitter.com/AaronGuli/status/1228092753483063303
13-02-2020 14.44,DonalOKelly,GretaThunberg,0,7, Richard Bruton added #ShannonLNG to the EU PCI (Projects of Common Interest) list without any environmental assessment whatsoever. The list was approved by the EU parliament yesterday. But yeah big pr hullabaloo over declaration of #ClimateEmergency 🙄😤 #GreenWash ,,#ShannonLNG #ClimateEmergency #GreenWash,https://twitter.com/DonalOKelly/status/1227966821783023617
12-02-2020 18.53,andrewcoll90,gavreilly,0,0," No it’s willie o dea and Richard Bruton, both elected feb 82, Bernard lost his seat in feb but regained it later that year ",,,https://twitter.com/andrewcoll90/status/1227667179283320837
12-02-2020 18.15,frankhenry2009,MichaelMoriarty,0,0," Fathers of the next Dáil will be Willie O'Dea and Richard Bruton, both elected Feb 1982. Bernard Durkan was elected in 1981 but lost his seat in Feb 82 so his service is not unbroken. ",,,https://twitter.com/frankhenry2009/status/1227657486058033153
12-02-2020 15.06,KarlBrophy,eoinmacl,2,1, It’s not difficult to agree with this sentiment but I remember when Richard Bruton was the current Eoin O’Broin. It wasn’t long ago.  ,,,https://twitter.com/KarlBrophy/status/1227609943785779200
12-02-2020 14.44,dail_printer,luke_silke,0,0, Whirr Whirr . Feed me paper Richard Bruton. ,,,https://twitter.com/dail_printer/status/1227604411331022862
12-02-2020 12.21,julesscheele,richardbruton,0,0," Ah, thanks Rich! ",,,https://twitter.com/julesscheele/status/1227568301208981504
12-02-2020 10.03,christianmorris,PFQMUSIC,0,0, Everything about Richard Bruton is risible. Looks like it’s going to be a Fianna Fáil minority government ,,,https://twitter.com/christianmorris/status/1227533771735474177
12-02-2020 9.36,PFQMUSIC,,5,6," We know Richard Bruton is a master of mental reservation and unable to come to terms with his grief over the election results for FG, but for him to say he backs #Varadkar and to declare that the outgoing Taoiseach ‘drove social change’ in Ireland is risible. ",,#Varadkar,https://twitter.com/PFQMUSIC/status/1227526886198304768
12-02-2020 2.05,ABhoysVoice,TalentCoop,1,2," The hubris shown by FG after #Ge2020 is quite staggering. Another example of this was Richard Bruton during the count (below). They really have alot further to fall, if this is where they are now! Not listening. Not learning.  ",,#Ge2020,https://twitter.com/ABhoysVoice/status/1227413401363763205
11-02-2020 23.44,dail_printer,Eamon58496404,0,0, Whirr Whirr . Feed me paper Richard Bruton. ,,,https://twitter.com/dail_printer/status/1227377919305175040
11-02-2020 23.06,brenos100,serentrippety,1,1, Richard Bruton = Minister for Announcements ,,,https://twitter.com/brenos100/status/1227368223303229441
11-02-2020 16.53,ElectricMiknik,,1,0," Willie O'Dea and Richard Bruton will share the title ""Father of the Dáil"" for the coming government term, although Bruton has been in the Oireachtas slightly longer having served as a senator from October 1981 until both he and O'Dea were elected in February 1982 #GE2020 ",,#GE2020,https://twitter.com/ElectricMiknik/status/1227274431145357313
11-02-2020 10.13,al70,,1,0," The winners profiles in the #GE2020 supplement in today's @IrishTimes are a wealth of info! ""He likes walking and is devoted to his mother"" ""An Aston Villa fan, he is also a keen birdwatcher"" Richard Bruton lists marmalade-making amongst his hobbies Paul Murphy is only 36 ", @IrishTimes,#GE2020,https://twitter.com/al70/status/1227173872589471745
11-02-2020 0.06,spicebagsupreme,sonofedge,1,0, My Coolock queen Denise Mitchell needs me to stick around to boot the shins off Richard Bruton and Sean Haughey ,,,https://twitter.com/spicebagsupreme/status/1227021040431267842
10-02-2020 23.44,sonofedge,,0,1, Richard Bruton saying left wing voters are too stupid to understand FG policies??? Call that “Tansplaining” ,,,https://twitter.com/sonofedge/status/1227015477987364865
10-02-2020 21.46,Kishlight,oconnellhugh,0,0," #RichardBruton & #FG Can go and Feck off & either like it or lump it, Who cares! ",,#RichardBruton #FG,https://twitter.com/Kishlight/status/1226985720650387461
10-02-2020 21.15,ThurlesHour,thomasjstamp,0,0, Saving Thurles PO last Summer would have been a feather in FG candidates cap but Richard Bruton was dismissive of assisting. It moved from Liberty Sq. to a non compliant shopping centre. Would not have cost him money and he is responsible for An Post Governance. ,,,https://twitter.com/ThurlesHour/status/1226978064728457216
10-02-2020 19.47,TotalRecoyle,,1,1," Elections throw up strange numbers. In Dublin Bay North, Richard Bruton was 779 votes short of a quota after Count 1. By Count 9 he was still 393 short. So, in 8 counts & redistribution of up to 16720* votes, he only gained 386 votes. He did reach quota after count 10. #GE2020 ",,#GE2020,https://twitter.com/TotalRecoyle/status/1226955864436854784
10-02-2020 19.35,oheochaidh,,0,0," #ceanncomhairle wonder has anyone expressed an interest vin this job yet, three longest serving TDs are Bernard Durkan, Richard Bruton and Willie O Dea ",,#ceanncomhairle,https://twitter.com/oheochaidh/status/1226952790888480769
10-02-2020 19.14,la_rhonda2,_sorcha,0,0, I saw Richard Bruton at Raheny Dart station at 7.30 am. No use to most people when they are in a rush to work. I get they can't knock on every door but poor showing from all candidates ,,,https://twitter.com/la_rhonda2/status/1226947669525962753
10-02-2020 16.13,wolfiewire,,12,56, updated Varadkar.. 5th count Martin.......6th count Howlin......8th count Paschal Donhue 9th Richard Bruton 10th Madigan 8th yeah really overwhelming support there lads/lass ,,,https://twitter.com/wolfiewire/status/1226901910675955724
10-02-2020 15.51,ianalfa8,wolfiewire,0,1, Richard Bruton 10th count ,,,https://twitter.com/ianalfa8/status/1226896528389890055
10-02-2020 15.34,SiobhanFenton,,1,0, Fine Gael’s Richard Bruton has been elected in Dublin Bay North ,,,https://twitter.com/SiobhanFenton/status/1226892154095767557
10-02-2020 15.27,AineMcMahon,,3,0, Fine Gael’s Catherine Noone chats to Richard Bruton after she was eliminated on the 9th count in Dublin Bay North #GE2020 ,,#GE2020,https://twitter.com/AineMcMahon/status/1226890400926961664
10-02-2020 15.26,RTEDublinBayNth,,2,1, Fine Gail’s Richard Bruton maintains his place in the Daíl. He has been a TD since 1982 #GE2020 ,,#GE2020,https://twitter.com/RTEDublinBayNth/status/1226890234664800256
10-02-2020 15.23,christinafinn8,,6,5, Tears in Richard Bruton’s eyes as he is re-elected. He says many of his colleagues have lost their seats #GE2020 ,,#GE2020,https://twitter.com/christinafinn8/status/1226889464695414786
10-02-2020 15.22,MikeGilmore08,,0,0, Fine Gael's Richard Bruton retains his seat in Dublin Bay North following the distribution of Catherine Noone's votes. #GE20 ,,#GE20,https://twitter.com/MikeGilmore08/status/1226889286466899970
10-02-2020 15.18,RTEDublinBayNth,,3,0, Richard Bruton celebrates election after the 10th count in Dublin Bay North. His surplus of 1432 will distributed. #GE2020 ,,#GE2020,https://twitter.com/RTEDublinBayNth/status/1226888084609994754
10-02-2020 15.16,Insideireland,,0,0, Two very relieved outgoing ministers Richard Bruton and Pascal Donohoe returned to the 33rd #dail. #GE2020 ,,#dail #GE2020,https://twitter.com/Insideireland/status/1226887674788765696
10-02-2020 15.15,Insideireland,,0,0, Outgoing Minister Richard Bruton elected in #dublinbaynorth . #GE2020 ,,#dublinbaynorth #GE2020,https://twitter.com/Insideireland/status/1226887507335315456
10-02-2020 15.13,thejournal_ie,,1,1, ELECTED: Fine Gael's Richard Bruton has been elected in Dublin Bay North on the tenth count. #GE2020 ,,#GE2020,https://twitter.com/thejournal_ie/status/1226887027939037184
10-02-2020 15.13,newschambers,,3,1," Richard Bruton says while Fine Gael ""may have lost this election"" they can serve the people in whatever way possible - possibly in ""opposition"". #ge2020 @VirginMediaNews ", @VirginMediaNews,#ge2020,https://twitter.com/newschambers/status/1226886791145443328
10-02-2020 15.12,RTEDublinBayNth,,0,1, Result of Dublin Bay North count 10. Richard Bruton elected with 1825 transfers from Catherine Noone. His surplus of 1432 will now be distributed  ,,,https://twitter.com/RTEDublinBayNth/status/1226886772845621248
10-02-2020 15.12,jenbenjy,Noah_Halpin,0,0, Richard Bruton just got in on the 10th count for Dublin Bay North. Swell 😑 ,,,https://twitter.com/jenbenjy/status/1226886757452480512
10-02-2020 15.09,caulmick,,6,0, Richard Bruton returned in Dublin Bay North #GE2020 ,,#GE2020,https://twitter.com/caulmick/status/1226886031447875585
10-02-2020 15.09,AineMcMahon,,1,1, Fine Gael’s Richard Bruton elected in Dublin Bay North #GE2020 ,,#GE2020,https://twitter.com/AineMcMahon/status/1226885941786284033
10-02-2020 15.08,rtenews,,1,3, Fine Gael’s Richard Bruton has been elected in the Dublin Bay North constituency #GE2020 | http://bit.ly/2Sd8shC ,,#GE2020,https://twitter.com/rtenews/status/1226885773200429062
10-02-2020 15.08,IrishPolMaps,,0,1, Richard Bruton (FG) has been elected in Dublin Bay North. #GE2020 ,,#GE2020,https://twitter.com/IrishPolMaps/status/1226885549732089856
10-02-2020 15.07,Castletonian,Castletonian,0,0, 47 now Richard Bruton just elected . Keep up. ,,,https://twitter.com/Castletonian/status/1226885469851602945
10-02-2020 15.02,RTEDublinBayNth,,1,1, Attorney General Seamus Woulfe on hand to help his friend Richard Bruton celebrate probable reelection at next imminent count in Dublin Bay North  ,,,https://twitter.com/RTEDublinBayNth/status/1226884189397667845
10-02-2020 14.44,PartAnnMarie,AnMailleach,2,0," I'm in Donaghmede. Never saw sight nor light of Denise Mitchell Sean Haughey or Finian McGrath in 5 years. Tommy Broughan, & Richard Bruton far more active. ",,,https://twitter.com/PartAnnMarie/status/1226879561973092352
10-02-2020 14.15,RTEDublinBayNth,,1,4, Latest result of count 9 in Dublin Bay North - FG Catherine Noone excluded. Her 2412 votes will now be distributed - should see Richard Bruton elected on next count  ,,,https://twitter.com/RTEDublinBayNth/status/1226872415470473217
10-02-2020 13.58,Junomaco,,0,0," Sinn Fein is closing the gap on Fiannna Fail in the race for seats. Next few hours ahead will be interesting. Also, huge FG names too have yet to be elected, including Richard Bruton and Paschal Donohoe ",,,https://twitter.com/Junomaco/status/1226867924490760193
10-02-2020 13.51,pongodhall,,0,0, More than half of seats filled in 33rd Dáil via @RTENewsNow PRECISELY THE PROBLEM.....Richard Bruton says to the victor the spoils. It's that attitude that causing the dramatic change. They are supposed to be there fir the people and the country😡  , @RTENewsNow,,https://twitter.com/pongodhall/status/1226866311235604481
10-02-2020 13.37,LauraKillabean,,1,0," Richard Bruton still not elected on the 8th count, Aodhan O Riordain of Labour in second place and Cian O Callaghan Of SD now pulled ahead of Sean Haughey (spawn of Charlie Haughey) FF who is in fifth place. PBP candidate eliminated. Excited to see Ninth Count ",,,https://twitter.com/LauraKillabean/status/1226862866709598209
10-02-2020 13.01,BikesNBukes,BikesNBukes,2,0," Well, we aren’t going to agree. But the least you should do is actually ask yourself, like RTÉ asked Richard Bruton yesterday - if people believe the same as you, how bad are the crises in Ireland that they ignored all that instead of voting FG or FF. ",,,https://twitter.com/BikesNBukes/status/1226853654067580933
10-02-2020 11.51,rogerokeeffe,chrislinguist,0,1," Could someone in the know please pass this on to anyone who is in contention to be our next Minister for Education? I'm sick of the misguided, spuriously utilitarian attitude to education typified by Richard Bruton.  ",,,https://twitter.com/rogerokeeffe/status/1226836206362726401
10-02-2020 11.42,LauraKillabean,samwhatislife,1,0, Richard Bruton still not elected on the 4th count in DBN 💕 ,,,https://twitter.com/LauraKillabean/status/1226833868214370309
10-02-2020 10.57,PartAnnMarie,Berminn27,0,0, I saw Tommy Broughan and Richard Bruton way more than Denise Mitchell. I was talking about sitting TDs not candidates. ,,,https://twitter.com/PartAnnMarie/status/1226822615802810368
10-02-2020 9.20,PlatinumRay,,1,0," Lol, did Richard Bruton only get 159 transfers on the 2nd round in Dublin Bay North? Am I reading that right? Stick it in my veins if true ",,,https://twitter.com/PlatinumRay/status/1226798145629229057
10-02-2020 8.55,redcooneymush,davegibney,1,0," What a condescending, arrogant wanker #RichardBruton #GE2020 ",,#RichardBruton #GE2020,https://twitter.com/redcooneymush/status/1226791712460333056
10-02-2020 7.36,AnMailleach,ellenmcoyne,49,21," I live in that constituency, and she was the least active of the TDs, at least in Marino. Never at local meetings, never canvassed (Richard Bruton was a minister and a regular at the doors). That was not a personal vote.  ",,,https://twitter.com/AnMailleach/status/1226771935956262913
10-02-2020 0.06,JonnyJomo,Siobhanholliman,0,0," Richard Bruton was, No ? ",,,https://twitter.com/JonnyJomo/status/1226658749131173888
09-02-2020 23.58,Maeter,markoneill1969,1,0, Was Richard Bruton in those carry on films years ago 🤔 ,,,https://twitter.com/Maeter/status/1226656569594654726
09-02-2020 23.13,macklaptop,BrendanKelly33,0,0," Yes indeed, but if you can explain Richard Bruton getting 160 votes from a Sinn Fein surplus in DBN I’m all ears!! ",,,https://twitter.com/macklaptop/status/1226645301156597761
09-02-2020 22.23,beththetart,,0,0," We love to see those transfers left. Denise Mitchell had over 9,000 surplus and Richard Bruton was transferred... 150 lmao. Meanwhile Richard Boyd Barrett gets 5000 of the 6000 votes transferred from eliminated SF candidate. Hook it to my veins. ",,,https://twitter.com/beththetart/status/1226632688532099072
09-02-2020 22.04,kobinaireland,ashoooego,0,0, Yeah for sure but Richard Bruton wasn’t far from topping that poll and it’s fucking tragic. Clontarf people hate social housing in their neighbourhood so they’ll vote in anyone who protects that interest ,,,https://twitter.com/kobinaireland/status/1226627929611829251
09-02-2020 20.42,antom1,,0,0," The contrast in humility today from Sinn Féin and Fine Gael: Mary Lou McDonald: ""I want to thank the public for giving us a chance"". Richard Bruton:"" The public didn't understand our complicated policies"". 🤷‍♂️ #GE20 ",,#GE20,https://twitter.com/antom1/status/1226607270097801216
09-02-2020 20.07,christinafinn8,,1,0," Richard Bruton FG 11,956 Catherine Noone FG 2,279 Not surprising after the campaign controversy #GE2020 ",,#GE2020,https://twitter.com/christinafinn8/status/1226598528417439744
09-02-2020 20.06,Padraig_McCann,,1,0, Yikes! Richard Bruton trounced by Sinn Féin. #GE2020 ,,#GE2020,https://twitter.com/Padraig_McCann/status/1226598380622819329
09-02-2020 18.49,andreakirwan,EwanMacKenna,0,0, Richard Bruton first. Them Ring and to top it off Murphy. Truly toxic. ,,,https://twitter.com/andreakirwan/status/1226578892816818182
09-02-2020 18.44,huandil,LaughlinPadge,1,0," Potentially a great day indeed, Podge. But still a lot of uncertainty. And the likes of Eoghan Murphy and Richard Bruton showing absolutely no sign that the lesson will be heeded. Cretins ",,,https://twitter.com/huandil/status/1226577678909747202
09-02-2020 18.44,dail_printer,wolfiewire,0,0, Whirr Whirr . Feed me paper Richard Bruton. ,,,https://twitter.com/dail_printer/status/1226577677039042560
09-02-2020 18.40,TheKellyman,davegibney,0,0," In the words of @NoContextHearn can Richard Bruton Please, please, please Fuck right off!!!  ", @NoContextHearn,,https://twitter.com/TheKellyman/status/1226576678698323968
09-02-2020 18.34,RTE_PrimeTime,,0,3, Fine Gael's Richard Bruton speaks to @DownesR... 'a huge swing away from Fine Gael and Fianna Fáil'. @RichardBrutonTD | @FineGael | @RTEDublinBayNth | #GE2020 , @downesr  @RichardbrutonTD  @FineGael  @RTEDublinBayNth,#GE2020,https://twitter.com/RTE_PrimeTime/status/1226575191939207170
